timestamp,value1,value2,value3,value4,value5
0.0,0.001,0.0,0.0,0.0,1.0
10.0,0.001,0.7827878633306631,0.552363521198643,0.10631981543323914,0.8187307530697241
20.0,0.001,1.3491883090818688,0.925791997885205,0.4103689813051733,0.6703200388723851
30.0,0.001,1.7455144099464124,1.0879987663792177,0.818777937336497,0.5488116356205001
40.0,0.001,2.009009900916472,1.1160756385626547,1.262988150031372,0.4493289568802454
50.0,0.001,2.169557084634516,1.0663928729859644,1.7013492747572905,0.367879378285108
60.0,0.001,2.2510688188470325,0.976034640865221,2.1107276339782652,0.30119405892574064
70.0,0.001,2.272620954321872,0.868302158785879,2.4799068163274174,0.2465969996663215
80.0,0.001,2.2493877463831633,0.7573022994147209,2.8049578904793395,0.20189630248437535
90.0,0.001,2.1933707866905294,0.6509904302634172,3.086384963777649,0.16529886936736896
100.0,0.001,2.114039938442725,0.5536021325989546,3.326952711868995,0.1353350361046133
110.0,0.001,2.0187990897544528,0.46686604635579854,3.530692383357613,0.11080317959269473
120.0,0.001,1.9134241982454836,0.3912025392570079,3.7019279694814573,0.09071752260441462
130.0,0.001,1.8023455945127982,0.326090044317786,3.845063556365702,0.07427378436510532
140.0,0.001,1.688977080497914,0.2707212348550143,3.9641091725644375,0.060809426418109366
150.0,0.001,1.5758463996178578,0.22397983861463727,4.0627835002436425,0.049787055033333576
160.0,0.001,1.4648573566967469,0.1847944621338804,4.1443101428894735,0.040762186337401175
170.0,0.001,1.357372290090707,0.15211901942452039,4.211490078160646,0.03337248742061611
180.0,0.001,1.2543182579024372,0.12496340374659154,4.266738768342077,0.027323889177507294
190.0,0.001,1.156343547925943,0.10248200326439849,4.312089284486393,0.022370795017609326
200.0,0.001,1.0638220348070346,0.08392038410136562,4.349255628593265,0.018314722307516247
210.0,0.001,0.9769173906550024,0.06862928568061684,4.379662257501307,0.014995499565412723
220.0,0.001,0.8956845091362012,0.05605523256248953,4.404513932257132,0.012277897553627229
230.0,0.001,0.8200651981799385,0.045727820245457046,4.424810888057525,0.010051570536767675
240.0,0.001,0.7498941562467517,0.03726573418677024,4.4413538787199895,0.00822953680447799
250.0,0.001,0.6849693065155966,0.030342453965852643,4.4548212929173845,0.006738419032470492
260.0,0.001,0.6250610905914469,0.024674423076003683,4.465788388557752,0.005516851116941783
270.0,0.001,0.5698992263490531,0.020041798716181336,4.4747054204040495,0.004516533753123207
280.0,0.001,0.5192000984407076,0.016266960163814532,4.481937900172473,0.0036980675417490213
290.0,0.001,0.4726847312920148,0.01318967509044729,4.487803884045173,0.003027950984589498
300.0,0.001,0.4300741996159847,0.010676989532959428,4.49256397220478,0.0024788785294815765
310.0,0.001,0.39108797307345267,0.008634442621426952,4.496413293928642,0.0020295083820274437
320.0,0.001,0.3554585993949467,0.006977693913634441,4.499520328642633,0.001661801599999189
330.0,0.001,0.32293286777293034,0.005629352573079916,4.502031966723189,0.001360579936055496
340.0,0.001,0.29326722642627273,0.0045333981022835125,4.504059197250563,0.001113858187102307
350.0,0.001,0.2662309720217684,0.0036477406617677222,4.505688433645453,0.0009119935473406498
360.0,0.001,0.2416091865817307,0.0029320322538976414,4.506997036574571,0.0007467565989640152
370.0,0.001,0.21920164599488196,0.0023507293600072005,4.508050455287205,0.0006113548633997219
380.0,0.001,0.19882053550298115,0.001881624818364342,4.5088944023877335,0.0005005128957682454
390.0,0.001,0.1802919702831828,0.0015050125290079128,4.509567911902657,0.00040982519758909526
400.0,0.001,0.16345561207764497,0.0012014317272612271,4.510106317152313,0.00033555515917523253
410.0,0.001,0.1481634088449466,0.0009562091739341137,4.510536852936324,0.00027470411280874213
420.0,0.001,0.13427888938606522,0.0007600879967699253,4.51087873156557,0.00022491110445082782
430.0,0.001,0.1216765972678188,0.00060370601410218,4.511149525386827,0.00018416393666549684
440.0,0.001,0.1102416446691693,0.00047791737387802854,4.511364967147484,0.00015077774505653868
450.0,0.001,0.0998687644320056,0.0003772642141250912,4.511535657696042,0.00012343576280323247
460.0,0.001,0.09046168061135836,0.0002976167016064904,4.511669848326014,0.00010106739902530474
470.0,0.001,0.08193223301203571,0.0002345138242168547,4.511775357375692,8.275698131208903e-5
480.0,0.001,0.07420005767930396,0.00018391822336575047,4.511858854699596,6.774982686667114e-5
490.0,0.001,0.06719200951825792,0.00014391193514892063,4.5119242989779185,5.546490771108695e-5
500.0,0.001,0.06084133096055073,0.00011264752793711886,4.511975179069022,4.541619188878566e-5
510.0,0.001,0.05508708001587343,8.803039487826779e-5,4.51201490342457,3.718816312817122e-5
520.0,0.001,0.049873868721275125,6.836121163450555e-5,4.512046182527101,3.0442726479438246e-5
530.0,0.001,0.04515155986812624,5.299205126509662e-5,4.512070440448029,2.492226354976273e-5
540.0,0.001,0.04087440537101072,4.1168109947840494e-5,4.51208905488226,2.040799514621174e-5
550.0,0.001,0.03700069747476496,3.195802370189856e-5,4.512103449747479,1.6711827643900022e-5
560.0,0.001,0.03349260325384388,2.4573093715578744e-5,4.51211478627211,1.3679895052116683e-5
570.0,0.001,0.030316019041947608,1.883999520800733e-5,4.512123519559482,1.1197949149182716e-5
580.0,0.001,0.027439902475353606,1.4515467365668318e-5,4.512130116165618,9.16950122898829e-6
590.0,0.001,0.024835897664179866,1.1243135665810277e-5,4.51213510991301,7.5102657864149006e-6
600.0,0.001,0.02247829021131563,8.601515156401706e-6,4.512139055093147,6.148656777822772e-6
610.0,0.001,0.020343887962546988,6.501145183276922e-6,4.512142139692109,5.031790530831684e-6
620.0,0.001,0.01841184306570502,4.929241979261871e-6,4.512144451342011,4.118959486839929e-6
630.0,0.001,0.01666304218136627,3.798814812773948e-6,4.512146137501724,3.373832087838617e-6
640.0,0.001,0.015080060488412731,2.9589399457932422e-6,4.512147395918544,2.7642637120921695e-6
650.0,0.001,0.013647113235389554,2.23523610678661e-6,4.512148434760968,2.2628359920715365e-6
660.0,0.001,0.012350037448905369,1.6472120677048427e-6,4.512149259215564,1.8509668315341405e-6
670.0,0.001,0.01117617861907863,1.2186057980025853e-6,4.5121498641543365,1.5145654529545902e-6
680.0,0.001,0.01011389326888438,9.357439752763503e-7,4.5121502784190755,1.2406534338911022e-6
690.0,0.001,0.009152522837139592,7.534429375913882e-7,4.512150559083775,1.0173456411701825e-6
700.0,0.001,0.008282393790622948,5.951308786357543e-7,4.512150791332589,8.338532808483586e-7
710.0,0.001,0.007494872105702516,4.440270266079008e-7,4.512150997736368,6.826990353659117e-7
720.0,0.001,0.006782175582964775,3.3135258954707167e-7,4.512151151667358,5.589490628964796e-7
